batch_id,production_date,plant,shift,temperature_avg_c,pressure_avg_bar,vibration_index,cycle_time_sec,defect_rate_pct,energy_kwh,material_loss_pct,coating_thickness_mm,output_units_per_hr,efficiency_score
B0500,,Plant_B,Evening,193.66585428211468,4.176038722322246,1.013901649788,48.3,0.9,138.96,2.5,2.0482847287687225,250.22474110375944,9662.25
B0501,2023-07-14,Plant_A,Evening,190.8938997000034,3.309274602051791,0.7159009023681894,43.27,2.4,126.42,1.3,1.975610307505573,298.1995504530006,9633.119999999999
B0502,2024-10-26,Plant_C,Day,190.94495766563577,3.960111252078197,1.1141105450095412,48.37,2.4,147.12,2.8,1.9432840608252635,267.72430591454605,9486.72
B0503,2024-07-14,Plant_C,Night,184.60432045862296,3.5842470032599145,1.0777172154047647,47.88,3.6,141.14,1.8,1.914364839373682,240.40601050461697,9466.480000000001
B0504,2024-05-28,Plant_C,Day,209.21434215106308,4.748436198001783,1.186781085330045,53.93,5.4,162.11,3.6,2.1911043963885146,219.54052774618776,9119.44
B0505,2024-05-19,Plant_B,Night,199.1311719332887,4.279426092588079,1.4006932048576657,51.91,3.5,155.88,2.1,2.27446347537512,200.3550509577757,9447.35
B0506,,Plant_A,Day,179.61674655253762,4.321047341568485,0.7968208588093548,44.6,2.4,135.3,1.7,1.73227053862892,264.3782965595916,9594.08
B0507,2023-12-02,Plant_A,Evening,210.1674939917599,5.244890305351167,1.8966293332958717,62.59,4.8,181.82,3.8,2.139550158926079,198.56997389824477,9158.24
B0508,2025-01-30,Plant_B,Evening,211.73662439310468,4.137823645151268,1.5577178764717987,61.55,3.5,147.92,1.5,2.0882781048267445,220.1669858756763,9505.25
B0509,,Plant_B,Night,211.21376194953947,4.36916856923154,1.527510829220849,55.47,4.1,162.56,2.7,2.106191639435197,213.72272739177063,9331.07
B0510,,Plant_C,Day,199.1311719332887,4.867072662640933,1.883980049966812,60.5,4.4,152.28,3.7,2.5322464257305395,162.6762552528461,9206.279999999999
B0511,2023-10-19,Plant_C,Night,199.30173926356576,4.308535267741007,1.617570787704743,53.6,4.8,161.02,1.6,1.915455597710808,217.0796711668338,9367.68
B0512,2024-07-18,Plant_B,Day,199.1311719332887,3.885354359961061,1.049608475139309,43.03,1.1,133.94,0.4,1.5785942558787736,284.3991472818299,9850.44
B0513,2024-08-17,Plant_A,Night,200.9713460718312,4.8084384376452025,1.2524363920363883,51.98,5.4,151.48,2.0,2.252835022035052,240.57918664340977,9270.8
B0514,2023-05-29,Plant_A,Night,181.77416021363015,3.680306109418313,1.0061817236773385,53.61,3.7,130.2,1.0,2.1927915667297726,219.8764083865026,9533.699999999999
B0515,2024-03-31,Plant_A,Evening,198.8511322802346,3.621564947704788,1.1684605157789367,49.0,3.3,123.47,1.5,1.8467782653472864,249.65114498850448,9524.95
B0516,2024-06-05,Plant_C,Day,197.42290555109423,4.854705723536108,1.6199017707107937,54.33,5.1,168.38,2.3,2.029019888472596,195.5407217964913,9271.730000000001
B0517,,Plant_B,Day,199.5840604150177,4.197514960047166,1.246510967885633,53.01,1.8,133.23,0.8,2.13686254156359,251.1277352045056,9741.44
B0518,,Plant_B,Day,184.0769114526794,4.308535267741007,0.7521639175331825,50.49,0.0,137.47,0.4,1.6760812731794792,288.49184110868754,9960.0
B0519,2023-03-02,Plant_B,Evening,222.55568280412768,5.205185832122796,1.988993812386165,53.73,5.7,171.39,3.0,2.5504319992996747,184.85964953326527,9147.1
B0520,2023-09-26,Plant_C,Night,206.08415395895275,4.644536322062519,1.3859971473950017,58.6,3.9,160.52,1.7,2.28456775828208,195.72172861100452,9446.63
B0521,2024-03-10,Plant_B,Day,200.1521991567957,4.303461504146702,1.0987232013881778,50.18,3.2,153.71,2.4,2.147492350811528,225.1406823081607,9447.679999999998
B0522,2024-01-12,Plant_B,Evening,209.64757330360976,4.601825199437556,1.4670745487703216,54.12,4.0,158.68,2.6,2.321276272507928,239.04130400142375,9350.400000000001
B0523,2023-12-09,Plant_A,Day,203.25979386073317,4.117012911632168,1.070037284165445,59.6,4.5,154.2,1.8,2.252692143704249,214.0848060786426,9378.1
B0524,2024-01-31,Plant_B,Day,224.66131227815785,5.23292665268117,2.1603713245631,52.93,6.3,165.1,3.5,2.222089553385737,184.6439473417269,9042.050000000001
B0525,2023-03-18,Plant_B,Day,210.06376349054523,4.126483318406771,1.5420431789892497,59.67,2.9,164.87,3.5,2.0879222990117285,211.59343200730828,9370.15
B0526,2024-09-26,Plant_B,Day,177.63810642086523,3.7542430536638807,0.8724891682461161,39.52,1.4,115.8,1.4,2.227708014279319,332.50776226872074,9721.96
B0527,2024-03-26,Plant_A,Day,198.4513314784523,4.708784812409665,1.3441302456304496,61.51,4.0,156.2,2.4,2.178518477548061,187.95753852302192,9369.599999999999
B0528,2024-04-11,Plant_C,Day,210.4677192088224,4.543859343504828,1.3899609330607667,61.4,3.2,145.36,2.0,2.258992867123084,194.63301712439528,9486.4
B0529,,Plant_C,Evening,200.0685543802732,3.778463625268091,1.4770690005839258,51.7,4.8,143.82,2.5,2.298007559213744,229.73714524685724,9282.0
B0530,2024-06-15,Plant_A,Day,184.29207225246864,4.11695927756609,0.8973157513383767,43.69,4.2,124.49,0.9,1.469969658935096,248.3415908183793,9493.779999999999
B0531,2024-05-12,Plant_B,Evening,218.15231106948983,4.44821361416445,2.144622070595126,60.69,5.1,167.78,3.1,2.632779658936932,162.25778343849964,9195.810000000001
B0532,,Plant_A,Evening,172.899131149787,3.6466888401506665,0.8993632782453009,46.0,3.2,114.63,0.7,1.885582387670746,262.28242151626694,9612.24
B0533,2023-05-18,Plant_B,Day,186.04519055597007,3.586166690927617,0.8823787620499842,40.17,1.7,141.32,2.2,1.9180657359464823,289.3000787902358,9613.74
B0534,2024-08-15,Plant_B,Day,224.2551094146936,5.083904150249518,1.5064906507208815,54.0,4.4,163.45,2.3,2.354100679490588,272.64819660237225,9340.119999999999
B0535,2024-05-07,Plant_A,Day,207.33962911654584,4.844259957359212,1.2597098660599022,50.28,4.3,154.04,2.2,1.9975976317731143,265.6909089184825,9359.46
B0536,,Plant_B,Evening,194.35473890482183,3.650806344717672,1.1035588770003957,40.7,3.0,137.99,0.6,2.0927584268736577,321.02866669724176,9641.800000000001
B0537,,Plant_A,Night,168.80683959560503,3.57344410728861,1.215076604409968,38.26,3.5,112.98,1.2,1.5058009130360634,315.5759199904064,9534.199999999999
B0538,2024-12-15,Plant_A,Day,205.7275527286253,4.666193325140116,1.543430839494403,57.07,4.2,152.69,2.3,2.0857371795524378,226.70652452058516,9359.66
B0539,,Plant_B,Day,207.82597457160483,4.833230023539965,1.2750639032186482,54.6,3.5,161.06,3.3,2.2283524477769894,217.59461533486325,9331.550000000001
B0540,2024-11-03,Plant_B,Day,202.0818548609897,4.492116498885214,1.7318722152241692,56.09,4.3,145.48,3.3,2.113621159507488,207.27766426718637,9254.19
B0541,2024-08-30,Plant_A,Day,174.41579203676147,4.235215095119499,0.9152055520447792,48.52,4.0,118.13,1.2,1.8317476622872,213.1079661837928,9484.8
B0542,2024-12-26,Plant_A,Evening,182.52397392885632,4.21060822743524,1.300333083314427,42.64,3.3,136.27,0.9,1.901557869586452,300.8203186314427,9582.97
B0543,2024-12-22,Plant_A,Night,211.0147695329881,3.563276155032109,1.4640675493172086,51.89,4.6,154.65,3.0,2.139525968957884,200.1721288389554,9253.800000000001
B0544,2025-01-23,Plant_C,Evening,217.47659936233032,4.390320848041116,1.6059345167508408,54.56,3.0,144.63,3.2,2.280312859374168,228.4124478395365,9389.6
B0545,2024-12-26,Plant_B,Day,202.54393276507105,4.638290572880793,1.3959007844019782,53.72,4.0,150.7,3.1,2.095686666019458,211.0889064001736,9302.400000000001
B0546,,Plant_B,Day,183.251898627365,3.872068708110651,1.047480573848891,43.93,0.6,137.31,1.0,1.4431035432422197,274.33874492505333,9840.6
B0547,2023-03-03,Plant_A,Day,215.57801570137616,4.425733914083994,1.355249027206877,49.11,4.9,155.44,1.7,2.3267330147824574,266.83191815048536,9348.33
B0548,2023-09-29,Plant_B,Day,201.10614236107173,4.891663684005051,0.8319104458338624,55.5,2.0,115.01,2.1,1.6809037209856492,208.71219891702515,9594.2
B0549,,Plant_C,Day,225.85554465922192,4.476192279666119,1.827348991198192,61.94,3.4,165.92,4.3,2.3647246103796853,177.48398025059367,9244.619999999999
B0550,,Plant_A,Day,208.46762114376995,3.5039708974227315,1.3809507925212945,52.95,2.5,150.33,0.7,2.020590581899843,255.48689236003648,9681.75
B0551,,Plant_B,Day,184.27973677177468,4.032410094400581,0.6530766246607912,43.78,0.7,115.39,0.3,1.8497864283521672,284.43128508734804,9900.21
B0552,,Plant_B,Day,197.9242761862934,4.319682793006917,1.1603207435593117,50.87,5.2,153.14,1.7,2.318557031377136,214.11709356388857,9318.84
B0553,2024-11-21,Plant_A,Day,214.4597189255512,4.866962195868821,1.10372625509414,59.7,5.3,144.82,2.1,2.2432559158029832,202.75033526767277,9271.130000000001
B0554,,Plant_B,Day,226.4097191966147,5.011209599735304,2.2807132266450543,55.08,7.3,172.86,4.0,2.2579440456489945,213.69518016545567,8899.2
B0555,2024-03-29,Plant_A,Evening,199.1311719332887,4.852683575153161,1.3185328389056366,49.63,3.3,153.19,1.6,2.071491348324888,249.62868605354376,9515.28
B0556,,Plant_A,Night,212.0663582738497,4.577632849043672,2.17840440195798,54.22,4.7,182.16,2.0,2.311619014372919,199.14531836484215,9339.4
B0557,2025-02-06,Plant_B,Night,210.1888179227004,3.0522034579425563,0.8225025167224916,51.76,0.8,146.06,0.7,2.1833454525242373,244.4098638653404,9850.56
B0558,2025-02-09,Plant_C,Evening,197.0760395028547,4.095156649804075,1.3180072684630368,39.18,1.7,132.94,1.8,1.8119868023383572,314.4850618108284,9653.06
B0559,,Plant_C,Day,213.93123873488875,5.259170714601544,1.9806169461161824,60.03,5.9,179.4,2.9,2.4331739131347114,176.7751787605761,9137.109999999999
B0560,2023-08-03,Plant_C,Day,189.1753792869628,4.308535267741007,0.8419762472899073,49.09,2.8,126.62,2.7,1.5933696356669602,232.3042307913825,9457.56
B0561,2023-07-23,Plant_B,Evening,196.0439811833629,4.442524191973956,0.9939118991730848,49.37,2.3,148.44,1.9,1.8794516704392676,269.7980217684393,9584.369999999999
B0562,2023-07-05,Plant_B,Evening,195.35793149133443,4.150574644467708,1.5525425882398054,55.53,4.7,152.7,3.7,1.7886262820453973,226.79428460986452,9177.39
B0563,2023-12-16,Plant_B,Evening,220.21995034273576,5.1735240148990735,1.8919552126460868,64.2,5.3,177.55,3.2,2.5131329269033853,140.63641809766517,9166.96
B0564,,Plant_A,Day,214.802342767072,4.857050786579821,1.9704604345942665,59.51,5.1,170.23,2.9,2.5264634820005165,202.72628527727437,9214.79
B0565,2025-01-30,Plant_B,Day,203.50507097277367,4.467729204236811,1.6395000202383627,46.59,3.7,144.45,1.8,2.061123681096604,254.76692570759369,9456.66
B0566,2024-11-17,Plant_B,Night,196.26750725222837,4.308535267741007,1.6930668307231815,60.03,4.9,154.25,2.9,2.344301512037552,143.52710343796812,9234.21
B0567,2024-07-12,Plant_A,Day,193.8997294536392,3.8198302458330406,0.799987900071734,46.44,2.0,134.34,1.6,1.5789515386035031,257.9256448328373,9643.2
B0568,2023-09-14,Plant_C,Day,204.8857399640954,3.939122059427191,1.1812710619490236,53.6,3.1,131.18,1.6,2.135718036850268,225.4433981795379,9534.960000000001
B0569,2025-01-09,Plant_A,Day,186.40059236842055,3.9556557347580648,0.9122242221087504,47.26,2.3,154.87,2.2,1.976504968825737,277.1560667598295,9555.06
B0570,,Plant_C,Day,191.698616213786,3.192431328556764,0.6682101171676429,41.02,1.3,129.78,1.6,1.6096269371444492,284.24879147782536,9712.080000000002
B0571,2023-08-24,Plant_C,Night,225.6309831462448,5.040447794447709,1.8077137296939625,59.39,4.5,160.82,2.4,2.504329208340128,191.1297757396332,9320.8
B0572,2024-09-23,Plant_A,Day,197.32123746119103,4.214220324198706,1.0043741454470794,48.25,2.9,143.0,2.2,2.557762757513623,271.39404951111084,9496.38
B0573,2024-07-12,Plant_A,Night,199.1311719332887,4.622507477331335,1.645315443078615,58.39,4.8,190.44,3.1,2.866872160495185,175.13767734844438,9224.880000000001
B0574,,Plant_B,Day,213.32569901446217,5.059553267648327,1.3185328389056366,59.04,5.5,172.49,3.3,2.4015325864228445,164.83990699123285,9138.15
B0575,,Plant_A,Day,188.06572242811995,3.688054478513927,0.9373333202295026,42.45,3.0,126.81,2.2,1.7138174421697252,274.0672768247714,9486.6
B0576,2024-04-18,Plant_A,Night,175.54336735605767,3.5061282301365915,1.3185328389056366,43.5,2.7,135.49,1.0,1.7447923313177052,291.0141600997781,9632.699999999999
B0577,2023-04-19,Plant_B,Day,199.1311719332887,4.994408026405432,2.057139607584019,64.09,5.5,172.51,2.3,2.3865838974394733,192.09069039634596,9232.65
B0578,2024-05-08,Plant_B,Night,184.5864812177182,3.651383877762085,0.4104167747903007,34.67,1.7,130.63,0.9,1.9341641007414008,320.2611383270557,9741.529999999999
B0579,2023-05-20,Plant_C,Evening,173.9052612924191,3.784597882603028,1.027846762311572,52.01,0.6,119.95,1.2,1.2398167778488118,248.2165761978524,9820.720000000001
B0580,2024-10-11,Plant_A,Evening,229.1195781028078,5.33614330329162,2.003739902186724,64.88,5.1,175.17,3.5,2.3037752726945944,177.76673382876197,9157.85
B0581,2023-10-09,Plant_B,Day,225.982687602487,4.612473587437666,1.6147537303002717,60.68,5.5,184.7,2.6,2.7702404768507627,193.3996088808676,9204.300000000001
B0582,2024-09-20,Plant_A,Day,211.71377220564625,4.220978085258456,1.5462391419646522,57.54,2.5,140.54,2.4,2.232339273621128,194.34597614124343,9516.0
B0583,2025-01-01,Plant_B,Evening,211.84517278725508,4.475226176176605,1.3495203083620384,59.38,4.0,169.76,2.6,2.269908688439699,180.60927950977143,9350.400000000001
B0584,2023-09-10,Plant_C,Night,180.33840021109543,4.998100427466929,0.9300655081397968,43.95,2.4,121.81,1.3,1.9866655313558013,290.1937459171105,9633.119999999999
B0585,,Plant_A,Night,186.370523543713,3.7476479181893247,0.7353750554926077,50.64,3.5,127.58,1.7,2.090585039445353,255.33496740543964,9485.949999999999
B0586,2023-11-20,Plant_A,Night,191.75214032417225,3.450624955953629,0.7337823292777745,46.75,1.2,112.97,1.2,1.793996311515081,262.26499500474006,9761.439999999999
B0587,2023-11-26,Plant_A,Day,189.5006863173281,3.969332966183624,0.8261645530848036,49.63,2.3,145.4,1.4,2.207369101405487,262.9399381411318,9633.22
B0588,2025-02-26,Plant_A,Day,195.50046838925468,3.838363289853015,1.0330656116535597,53.5,3.1,133.36,2.7,2.200228992608961,242.90569343711255,9428.37
B0589,2025-01-11,Plant_B,Day,181.3614367262452,4.308535267741007,1.0561285962011369,39.53,0.5,128.07,0.7,1.8503769760334143,293.15147061028995,9880.35
B0590,,Plant_A,Evening,218.8419160789796,5.401922999856241,1.8843170480470095,58.11,5.1,151.3,3.2,2.525635782321056,196.3793377030434,9186.32
B0591,2023-03-30,Plant_C,Night,202.8738549385204,3.845858338959325,1.2316980050982052,56.38,2.8,163.04,3.5,2.5338266646782066,212.8623361809996,9379.800000000001
B0592,2024-03-29,Plant_C,Day,189.82670518189732,3.881319097151276,1.3812099848716453,43.43,1.7,146.21,1.4,1.9576903432449415,305.7007940561677,9692.38
B0593,2023-07-16,Plant_A,Day,195.3503507128665,4.387811327581845,1.4860483412617085,49.4,2.0,137.82,2.0,2.0948520303867686,225.0451969412132,9604.0
B0594,2023-10-20,Plant_C,Night,189.97986164734627,3.936767354437118,0.8253170134814501,53.61,0.7,121.81,1.6,1.914875407200969,236.17231255064397,9771.12
B0595,2024-01-13,Plant_C,Day,224.61761416792947,4.5928543718819,1.716252349352673,57.71,5.2,175.64,2.2,3.0001829564276514,216.93037923852265,9271.439999999999
B0596,2024-12-17,Plant_B,Night,216.41642855840612,4.519920605961602,1.4846454356017758,50.04,4.1,141.72,2.2,2.333681736138288,217.45031541499796,9379.02
B0597,,Plant_A,Night,199.3596873027142,4.324130684802449,1.466317748574721,59.98,5.0,150.58,1.8,2.132535818237306,167.67962127165922,9329.0
B0598,2023-09-23,Plant_A,Night,180.51005559629652,3.832100326565664,0.9051210434524531,41.2,1.5,128.2,1.2,1.850008797069759,305.26948482849275,9731.8
B0599,2025-01-25,Plant_A,Evening,198.2077641718473,5.181922485235692,1.24934733925749,56.59,5.4,162.91,2.8,2.117772511376403,221.61421115653488,9195.119999999999
B0600,2024-02-01,Plant_A,Day,199.1311719332887,4.4402437130604255,1.2526531738793063,49.15,4.9,145.9,2.4,2.1500701106247955,225.02663939666908,9281.759999999998
B0601,2024-07-23,Plant_C,Day,194.36095906873,4.308535267741007,0.9026047535624518,47.93,3.2,136.78,2.3,1.9749679796912447,255.4353330341704,9457.36
B0602,2024-05-07,Plant_B,Night,186.50016793825588,4.549461673696623,1.450727922958948,53.32,3.3,162.27,1.7,2.2549590283865446,237.19832789508516,9505.61
B0603,2023-06-24,Plant_C,Day,199.1311719332887,4.366257140424506,1.0219846330945177,45.8,2.8,139.86,1.2,2.032231067036102,290.9666344462418,9603.36
B0604,2024-09-11,Plant_A,Day,197.3330465055506,4.667613070440446,1.2198266954432715,52.14,2.0,161.61,0.7,2.1301351582033066,244.51729386732,9731.4
B0605,2024-04-10,Plant_B,Night,201.03476660838064,4.728587649358357,1.3686092073647826,54.05,1.0,142.03,1.9,2.122607000432694,209.9739842614195,9711.9
B0606,2024-07-29,Plant_A,Night,188.2991681220769,3.21464159233218,0.7193400827768048,46.34,1.5,119.37,2.0,1.802464405883328,260.0648786791542,9653.0
B0607,2023-03-09,Plant_B,Day,197.90717964950292,4.5723114778861484,1.1502669403190808,49.68,2.9,161.1,1.8,2.24543430901815,239.66887855531525,9535.22
B0608,2024-07-14,Plant_A,Day,218.26893312223012,4.751372333115989,2.072410672378329,63.26,5.6,169.85,2.5,2.498540823244892,169.3848444349208,9204.0
B0609,2023-07-04,Plant_B,Day,174.7846938214159,4.386539628536781,1.049752903301954,43.92,0.7,127.98,0.5,1.8069251504129624,264.35341430134304,9880.35
B0609,2023-07-04,Plant_B,Day,174.7846938214159,4.386539628536781,1.049752903301954,43.92,0.7,127.98,0.5,1.8069251504129624,264.35341430134304,9880.35
B0610,2023-07-30,Plant_C,Day,209.84704851292628,4.841440015298996,1.6301568436704803,53.92,4.2,166.22,1.9,2.227528666568266,219.72221612086463,9397.98
B0611,2024-12-05,Plant_A,Day,187.00598833521772,4.199858741807744,1.0445898488823,46.75,3.0,125.1,1.2,2.036716774107463,277.107492594697,9583.6
B0612,2023-11-03,Plant_A,Day,188.74687956630527,4.109674728386885,1.2281272092770974,46.34,4.8,148.53,2.4,2.0826518396041376,256.6116638959992,9291.52
B0613,2025-02-15,Plant_A,Evening,182.30177844961813,3.976965829475431,0.6739774420243836,37.92,2.6,138.31,1.9,1.463479086094799,360.2932644034145,9554.94
B0614,,Plant_C,Evening,211.57121545708983,3.826459693123805,1.604106086213806,49.61,1.1,158.51,1.3,1.791409679296849,265.08203841163225,9761.43
B0615,2024-09-04,Plant_A,Evening,187.041051991914,3.3810585119358185,0.7958603354099099,42.35,3.2,127.64,0.9,1.5120273940569326,252.5867919087289,9592.88
B0616,2024-04-25,Plant_B,Night,187.324438139055,3.982220888999456,0.7269792462073436,46.65,2.9,107.22,2.4,1.8373401073076827,246.7303508612757,9476.96
B0617,2024-08-28,Plant_B,Night,184.35335685556515,4.185409905924281,1.4678050088283967,54.47,4.4,147.81,3.0,2.4079068498153693,218.11636945879425,9273.199999999999
B0618,2024-12-26,Plant_A,Evening,174.75892621688908,4.681015577780924,0.8464619718754945,48.11,0.5,121.44,1.0,1.7672017431234297,279.877274626135,9850.5
B0619,2023-07-30,Plant_C,Night,193.84359680045395,3.8840279899745314,1.386438399627388,52.26,2.1,144.19,2.1,1.967620613740234,225.38744471827843,9584.410000000002
B0620,,Plant_C,Day,210.4096010068021,4.780564163296665,1.892760516233192,56.75,5.6,172.42,3.5,2.426470120674603,210.49375742375213,9109.6
B0621,2024-03-29,Plant_B,Day,190.30507206834733,3.833222802981748,0.6349929109157932,43.24,0.8,140.5,1.0,1.7146263320708155,275.2759419416668,9820.800000000001
B0622,2025-02-16,Plant_A,Day,214.64322484624415,5.38083514690847,1.8834356105039465,59.61,3.6,171.79,2.5,2.626086945233399,196.76009412054648,9399.0
B0623,2024-08-04,Plant_B,Evening,203.79102888290276,4.9106748438845065,1.2214511769590974,56.95,3.6,152.47,1.7,2.452287608137277,215.77870485556625,9476.12
B0623,2024-08-04,Plant_B,Evening,203.79102888290276,4.9106748438845065,1.2214511769590974,56.95,3.6,152.47,1.7,2.452287608137277,215.77870485556625,9476.12
B0624,2024-02-24,Plant_A,Evening,221.90886604110068,4.78306909766778,1.9231083149121204,61.57,5.4,161.89,4.2,2.687839806687624,182.0017220966436,9062.679999999998
B0625,2024-03-08,Plant_B,Night,182.5387691583877,4.208707129456093,0.8935084809982363,52.61,1.6,125.5,1.0,1.9370772856551104,195.99438355061127,9741.6
B0626,2023-10-02,Plant_C,Night,233.35484531633173,4.758959678359347,1.6143470103114168,64.2,5.1,170.7,3.2,2.586469895081965,158.53863386966896,9186.32
B0627,2024-03-02,Plant_C,Day,218.6910345404124,4.697573286651035,1.9813597150879347,61.59,6.6,158.8,3.4,2.4123613555647805,166.70682930301183,9022.44
B0628,2023-05-13,Plant_B,Evening,218.5153437635318,4.896515814186415,2.2635901214177645,63.71,5.4,181.19,2.9,2.5392980493663955,167.53156260386726,9185.659999999998
B0629,2023-03-26,Plant_B,Night,184.951592905443,4.006396810290909,0.5846777062855907,42.41,0.8,142.17,1.1,1.6300667805626798,307.9692887989613,9810.880000000001
B0630,2023-04-20,Plant_A,Evening,216.18516777674267,5.290498065260249,1.9720771397467591,59.11,4.2,170.44,3.1,2.653633428964921,187.1714475037445,9283.02
